LABEL,TRACK_INDEX,TRACK_ID,NUMBER_SPOTS,NUMBER_GAPS,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,LONGEST_GAP,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TOTAL_DISTANCE_TRAVELED,MAX_DISTANCE_TRAVELED,CONFINEMENT_RATIO,MEAN_STRAIGHT_LINE_SPEED,LINEARITY_OF_FORWARD_PROGRESSION,MEAN_DIRECTIONAL_CHANGE_RATE
Label,Track index,Track ID,Number of spots in track,Number of gaps,Number of split events,Number of merge events,Number of complex points,Longest gap,Track duration,Track start,Track stop,Track displacement,Track mean X,Track mean Y,Track mean Z,Track mean speed,Track max speed,Track min speed,Track median speed,Track std speed,Track mean quality,Total distance traveled,Max distance traveled,Confinement ratio,Mean straight line speed,Linearity of forward progression,Mean directional change rate
Label,Index,ID,N spots,N gaps,N splits,N merges,N complex,Lgst gap,Duration,Track start,Track stop,Track disp.,Track X,Track Y,Track Z,Mean sp.,Max speed,Min speed,Med. speed,Std speed,Mean Q,Total dist.,Max dist.,Cfn. ratio,Mn. v. line,Fwd. progr.,Mn. ? rate
,,,,,,,,,(frame),(frame),(frame),( ),( ),( ),( ),( /frame),( /frame),( /frame),( /frame),( /frame),(quality),( ),( ),,( /frame),,(rad/frame)
Track_14418,70,70,180,1,0,0,0,1,180.0,0.0,180.0,16.03551575165817,674.8677872446608,910.4730670399338,0.0,6.067515709557363,25.607086237435762,0.35515715803707076,4.240177905706558,4.955075423788545,20911.36111111111,1091.0920636665792,31.55681353129182,0.014696757758251256,0.08908619862032317,0.014682483389370933,1.9546994314876054
Track_14440,92,92,59,1,0,0,0,2,60.0,8.0,68.0,17.720663094303724,1077.83824255247,682.6531813159919,0.0,8.852569095110708,29.03655074457553,0.8837508443154821,7.329520430718542,6.397971418944484,22193.525423728814,515.2165092050519,39.58222419791258,0.03439459485031961,0.29534438490506204,0.033362561955961614,1.9138832032573134
Track_14482,134,134,162,2,0,0,0,1,163.0,17.0,180.0,34.361268633423286,166.58995900315028,1036.9560980757371,0.0,5.087070787159858,21.928786683905187,0.2663764214204625,3.4661358602251884,4.471362704713565,22490.987654320987,827.1881008739126,34.361268633423286,0.04153984879270034,0.21080532903940666,0.04143943299776658,1.9856907629305478
Track_14486,138,138,159,4,0,0,0,1,162.0,18.0,180.0,2.2757931553641466,44.79189081511508,770.6374314042794,0.0,5.36765787925668,18.060600181101197,0.179222668589905,4.1543342044996665,3.9766584038566037,17259.79245283019,860.0226715979226,24.15530111012255,0.002646201350873369,0.014048105897309548,0.0026171760967848693,1.9160803092061822
Track_14516,168,168,137,3,0,0,0,1,139.0,26.0,165.0,21.982566876631424,144.1565701482113,820.8508511916953,0.0,3.685841948658905,13.585158185955478,0.6044095711657639,3.1649267821910017,2.380543644189579,13835.83211678832,506.74140358180426,44.31672638558617,0.04338024625825297,0.15814796314123328,0.042906875917122674,1.8612622486265624
Track_14519,171,171,70,1,0,0,0,1,70.0,28.0,98.0,57.87735103266449,283.0004351979183,128.41232185300527,0.0,8.969339257287745,28.504571531202835,1.0526415008914767,5.684901086392589,7.797900832383496,21963.64285714286,627.462050325728,63.65495477797086,0.09224040083797772,0.8268193004666357,0.09218285502968689,1.9004466528528194
Track_14533,185,185,147,4,0,0,0,1,150.0,30.0,180.0,22.20683764905501,1158.8909447358783,1032.4290443025907,0.0,5.682006038333916,25.246381087349246,0.1727981891672241,4.712475352052995,4.248432572391617,14190.850340136054,846.4119284451859,33.23606973896365,0.026236442213010632,0.1480455843270334,0.02605516138635493,1.9959293769684732
Track_14551,203,203,144,1,0,0,0,1,144.0,36.0,180.0,46.74014744662356,268.6557018459083,873.6313560534307,0.0,4.885260502604151,19.053480373157107,0.5489686630801427,4.073317486634493,3.2088401591267113,22967.180555555555,700.070668989517,57.1358464871507,0.06676489891240317,0.32458435726821916,0.06644156582749176,1.9783867157686799
Track_14556,208,208,89,1,0,0,0,1,89.0,39.0,128.0,45.45862230241205,144.91274722397185,696.3203196093126,0.0,4.712725897224222,14.687084748831047,0.0796038570280293,4.148362324412594,3.2700357149427233,15084.23595505618,416.80143631828133,45.45862230241205,0.10906541662610435,0.5107710371057534,0.10838123163636479,1.6583183652573101
Track_14581,233,233,133,2,0,0,0,2,135.0,45.0,180.0,18.77650112416243,63.05251907880802,1133.671107090522,0.0,4.577599591296926,17.035840291673125,0.3272309395511991,3.5148863714003915,3.672006354454628,17396.593984962405,613.8502652973566,36.89768433912169,0.030588080164902855,0.1390851935123143,0.030383870571979988,1.8464454488627537
Track_14594,246,246,74,4,0,0,0,2,78.0,48.0,126.0,41.60308287352583,1104.2166470554635,1137.9339695967417,0.0,4.598212608998177,27.545172585024925,0.26484250400742604,3.345572308326702,4.049337515567286,16126.932432432432,351.88035100242416,47.76461613117158,0.1182307643919544,0.5333728573528952,0.11599569282837105,1.879526698301947
Track_14598,250,250,131,1,0,0,0,1,131.0,49.0,180.0,31.690886585071038,497.35232078369,583.4183775470539,0.0,6.540884131432626,21.84110211768403,0.11914234651752975,5.871351688077594,4.451082643409347,22586.87786259542,853.8756452314062,31.690886585071038,0.037114170853863135,0.24191516477153463,0.03698508640582643,1.8665695593053506
Track_14617,269,269,122,4,0,0,0,2,126.0,54.0,180.0,37.062995552001645,440.88705041397,188.30445978801623,0.0,8.398580076119286,29.73815341773504,0.34594093650142954,6.11105869055434,6.858829931738472,20642.803278688523,1034.659368688559,42.13134789204713,0.03582144681971938,0.2941507583492194,0.03502386780660868,1.8099348978046244
Track_14621,273,273,121,3,0,0,0,1,123.0,57.0,180.0,52.54291801047988,353.61019595335785,777.3363085015346,0.0,2.916834772911997,7.979986372185394,0.26742447396192875,2.6628193618086455,1.6946257862231004,13530.710743801654,354.3550145949721,52.54291801047988,0.14827761946740461,0.4271781952071535,0.14645265449187023,1.7703944567001317
Track_14626,278,278,119,2,0,0,0,2,121.0,58.0,179.0,24.219063852659303,891.6310936310772,51.620645318402204,0.0,3.933509885709265,16.34420569548967,0.33430503053274635,3.0373409047810607,3.293977304308735,12350.90756302521,468.53966307134607,34.63987852817052,0.051690530730951985,0.20015755250131656,0.05088522930335167,1.8483780762688766
Track_14638,290,290,113,3,0,0,0,2,117.0,63.0,180.0,18.217970998892465,556.4147002773054,1006.0246307436297,0.0,4.738808632644941,19.532981305271882,0.7282271146168741,4.0417552492602145,3.159300064870484,32751.46902654867,542.9406743643143,21.145316730990125,0.03355425713909246,0.15570915383668774,0.03285829116711546,1.9383280230367892
Track_14646,298,298,116,1,0,0,0,1,116.0,64.0,180.0,21.824330569603053,990.3726179758975,517.720328923897,0.0,4.429824365229549,22.13431287326584,0.43342090430731395,3.515916319122742,3.2712088351422404,21426.28448275862,510.89289227302385,25.365817104967935,0.042718015653934786,0.18814078077244012,0.042471386055210086,1.9255124805524075
Track_14648,300,300,115,1,0,0,0,1,115.0,65.0,180.0,62.146727694620466,1129.8246520952903,244.18472325904392,0.0,4.900221930113008,24.466135526045733,0.25843347346067463,3.730520343831705,4.387585852787928,25411.182608695653,561.1156944915185,66.02739158467597,0.11075563970980647,0.5404063277793084,0.11028201079187563,1.896433216707561
Track_14653,305,305,114,1,0,0,0,1,114.0,66.0,180.0,31.825575054277028,1030.1185140329055,358.16401757528917,0.0,2.989356738925495,8.257847229364309,0.18068359870706394,2.5055439491070093,1.833667137654543,20971.956140350878,339.9268471623818,36.14287162252431,0.09362477638923902,0.27917171100243005,0.09338855659722183,1.963432797081538
Track_14663,315,315,114,1,0,0,0,1,114.0,66.0,180.0,32.3445843798711,308.91662364374747,654.2668859536234,0.0,8.12841656914276,28.644559809177125,1.2477591724632189,6.439862165054237,5.326783869624417,29052.842105263157,923.0523118205963,45.13902241133543,0.03504090067883126,0.2837244243848342,0.03490525146827661,2.078136192633269
Track_14673,325,325,110,1,0,0,0,1,110.0,70.0,180.0,13.720124660449013,521.3190736282875,30.010060643754265,0.0,3.3897440470992053,18.612996848558197,0.2732555005792607,2.5700386456970388,2.7636220814769685,8891.363636363636,370.5336967392853,32.41944581746963,0.03702800792798815,0.12472840600408194,0.036795818289236046,1.79964531449785
Track_14679,331,331,108,2,0,0,0,1,109.0,71.0,180.0,38.08349775880338,1162.9639196342487,724.7282248779749,0.0,5.532792567779518,23.31837996072543,0.28080770838733327,3.794590107971638,4.602152186495361,11430.527777777777,599.5251927328083,64.92742647047947,0.0635227647152038,0.3493898876954439,0.06314892225132974,1.8766965533486966
Track_14681,333,333,69,5,0,0,0,1,73.0,72.0,145.0,37.75892374263126,1075.7756953985233,658.3309179963279,0.0,8.742266415194491,21.761508236980706,1.4052971705451418,7.994578475086506,5.012874483854609,22933.1884057971,610.8730370272186,42.859699718533136,0.061811409988535536,0.5172455307209761,0.05916606817449281,1.9713943420623579
Track_14684,336,336,106,2,0,0,0,1,107.0,73.0,180.0,15.234413187680229,563.7007263327996,815.440522191474,0.0,3.515328400894257,10.117710300664765,0.04222105473354533,3.1271140143392597,2.1707768769575977,16248.028301886792,373.28844650607607,18.189443503310898,0.0408113707516856,0.14237769334280587,0.04050196087130485,2.0219956632303417
Track_14687,339,339,105,2,0,0,0,2,107.0,73.0,180.0,16.827400699804347,616.0730676754084,661.4344100270861,0.0,3.7147490027558043,22.27949048518927,0.3732030567844653,3.0025687561591834,3.104714036333065,14152.52380952381,391.3896680997305,37.788059874588626,0.042993982905845475,0.1572654271009752,0.042335411351966744,1.8418266345255812
Track_14701,353,353,103,2,0,0,0,1,104.0,76.0,180.0,27.348775146194924,662.0106862078535,222.61050310771358,0.0,4.477516186880136,21.166384009940366,0.0476255695626465,3.4307677070253804,4.154492251198286,18469.174757281555,469.0083858807406,38.2756950009907,0.05831191076645092,0.26296899179033584,0.05873099745811719,1.8367886437203305
Track_14702,354,354,100,2,0,0,0,2,102.0,78.0,180.0,16.023714152615522,681.9175897138884,531.9789759299365,0.0,5.45003711995437,26.927190308079034,0.2655622295044263,3.6741152513456705,5.477639450744752,20535.18,542.9044659174566,39.37830524844269,0.029514795251383646,0.15709523679034826,0.028824617765477446,1.7818865259619048
Track_14706,358,358,101,2,0,0,0,1,102.0,78.0,180.0,34.51809545031787,427.47303974639163,465.4787744803858,0.0,3.2837973035513435,8.684069739844551,0.2619158625048895,3.0632901595762694,1.9239682930061806,15228.772277227723,333.67106345086387,35.412596088190476,0.10344947234359439,0.33841270049331246,0.10305529519965428,2.0619274273097763
Track_14707,359,359,100,1,0,0,0,1,100.0,80.0,180.0,32.09372187948092,159.08152400733255,61.51314703967533,0.0,5.149969248187513,21.458809864082937,0.16626640677471966,3.537471877490973,4.613387015347174,15564.05,512.7897520545037,53.25348702427707,0.06258651182262652,0.3209372187948092,0.062318278678607696,2.029750727826457
Track_14708,360,360,100,1,0,0,0,1,100.0,80.0,180.0,35.84097586553977,707.9050827197439,117.12578443772146,0.0,4.371582695500124,20.724798449301648,0.0598191869073269,3.518718884369706,3.826914106615598,18137.65,433.8711909025242,35.84097586553977,0.08260741117884454,0.3584097586553977,0.08198626987528469,1.8787561360551397
Track_14709,361,361,97,3,0,0,0,2,100.0,80.0,180.0,13.943427498431742,312.1497489875397,1059.9147639501598,0.0,3.1219819612860498,10.426001007938074,0.14177690587436223,2.8290491691163675,1.83044484328355,14385.453608247422,302.3081474084038,14.997990673138165,0.046123227633672874,0.13943427498431743,0.04466210141934316,2.026451482114906
Track_14710,362,362,100,1,0,0,0,1,100.0,80.0,180.0,21.80559165013814,149.9408195980867,177.8874604619609,0.0,3.5313631657104416,10.467791083409358,0.1910551008343901,3.1188231595397067,2.2888576281328223,17045.1,353.33565823995303,27.4258207340346,0.061713532562088,0.2180559165013814,0.06174836919031883,1.8814781570604626
Track_14711,363,363,95,6,0,0,0,1,100.0,80.0,180.0,18.14385508718331,363.0960270094912,252.89140655064372,0.0,6.679236838211484,26.65623138194872,0.11338929745433157,3.882778518014577,6.435578496657121,13977.052631578947,642.3199083069292,28.096572262422203,0.028247380865102138,0.1814385508718331,0.02716456314796847,1.9647720561230693
Track_14712,364,364,91,8,0,0,0,2,101.0,79.0,180.0,15.761548195472127,78.16255081809466,580.8809714501454,0.0,6.427629548557427,23.079725806628474,0.6838845730020315,4.91945171793359,5.472206971881559,14186.032967032967,599.5418842567747,41.24799860825248,0.02628931957774896,0.1560549326284369,0.024278768937992204,1.9057009369974949
