,cell number,GFP positive,GFP Value,frame Number,area per timestep
210,5,False,100.49398775554259,10,797.875425
211,5,False,100.49398775554259,11,812.677563
212,5,False,100.49398775554259,12,701.3601269999999
213,5,False,100.49398775554259,13,609.16491
214,5,False,100.49398775554259,14,568.6432199999999
215,5,False,100.49398775554259,15,547.277238
216,5,False,100.49398775554259,16,526.78197
217,5,False,100.49398775554259,17,561.3761069999999
218,5,False,100.49398775554259,18,534.517929
219,5,False,100.49398775554259,19,404.580609
220,5,False,100.49398775554259,20,399.490281
221,5,False,100.49398775554259,21,484.753275
222,5,False,100.49398775554259,22,420.25346099999996
223,5,False,100.49398775554259,23,427.52057399999995
224,5,False,100.49398775554259,24,452.235456
225,5,False,100.49398775554259,25,379.16245799999996
226,5,False,100.49398775554259,26,463.789161
227,5,False,100.49398775554259,27,454.37875199999996
228,5,False,100.49398775554259,28,469.41531299999997
229,5,False,100.49398775554259,29,422.832114
230,5,False,100.49398775554259,30,433.247193
231,5,False,100.49398775554259,31,393.361794
232,5,False,100.49398775554259,32,343.16178299999996
233,5,False,100.49398775554259,33,363.757518
234,5,False,100.49398775554259,34,341.018487
235,5,False,100.49398775554259,35,320.422752
236,5,False,100.49398775554259,36,434.285352
237,5,False,100.49398775554259,37,486.56168099999996
238,5,False,100.49398775554259,38,554.3434169999999
239,5,False,100.49398775554259,39,523.399581
240,5,False,100.49398775554259,40,455.88575699999996
241,5,False,100.49398775554259,41,232.64808299999999
242,5,False,100.49398775554259,42,270.088785
243,5,False,100.49398775554259,43,298.152567
244,5,False,100.49398775554259,44,191.55707999999998
245,5,False,100.49398775554259,45,217.67849999999999
246,5,False,100.49398775554259,46,173.64046499999998
247,5,False,100.49398775554259,47,228.39497999999998
248,5,False,100.49398775554259,48,186.232329
249,5,False,100.49398775554259,49,187.236999
250,6,False,100.32629199236855,0,682.2044189999999
251,6,False,100.32629199236855,1,610.2030689999999
252,6,False,100.32629199236855,2,612.011475
253,6,False,100.32629199236855,3,542.9571569999999
254,6,False,100.32629199236855,4,703.838313
255,6,False,100.32629199236855,5,725.070339
256,6,False,100.32629199236855,6,750.120111
257,6,False,100.32629199236855,7,632.0378969999999
258,6,False,100.32629199236855,8,723.831246
259,6,False,100.32629199236855,9,646.840035
260,6,False,100.32629199236855,10,671.688873
261,6,False,100.32629199236855,11,787.125456
262,6,False,100.32629199236855,12,715.258062
263,6,False,100.32629199236855,13,802.028061
264,6,False,100.32629199236855,14,723.2954219999999
265,6,False,100.32629199236855,15,870.412599
266,6,False,100.32629199236855,16,0.0
267,6,False,100.32629199236855,17,0.0
268,6,False,100.32629199236855,18,0.0
269,6,False,100.32629199236855,19,0.0
270,6,False,100.32629199236855,20,0.0
271,6,False,100.32629199236855,21,0.0
272,6,False,100.32629199236855,22,0.0
273,6,False,100.32629199236855,23,0.0
274,6,False,100.32629199236855,24,0.0
275,6,False,100.32629199236855,25,0.0
276,6,False,100.32629199236855,26,0.0
277,6,False,100.32629199236855,27,0.0
278,6,False,100.32629199236855,28,0.0
279,6,False,100.32629199236855,29,0.0
280,6,False,100.32629199236855,30,0.0
281,6,False,100.32629199236855,31,0.0
282,6,False,100.32629199236855,32,0.0
283,6,False,100.32629199236855,33,0.0
284,6,False,100.32629199236855,34,0.0
285,6,False,100.32629199236855,35,0.0
286,6,False,100.32629199236855,36,0.0
287,6,False,100.32629199236855,37,0.0
288,6,False,100.32629199236855,38,0.0
289,6,False,100.32629199236855,39,0.0
290,6,False,100.32629199236855,40,0.0
291,6,False,100.32629199236855,41,0.0
292,6,False,100.32629199236855,42,0.0
293,6,False,100.32629199236855,43,0.0
294,6,False,100.32629199236855,44,0.0
295,6,False,100.32629199236855,45,0.0
296,6,False,100.32629199236855,46,0.0
297,6,False,100.32629199236855,47,0.0
298,6,False,100.32629199236855,48,0.0
299,6,False,100.32629199236855,49,0.0
300,7,False,100.33594803419076,0,780.695568
301,7,False,100.33594803419076,1,903.8681099999999
302,7,False,100.33594803419076,2,464.05707299999995
303,7,False,100.33594803419076,3,446.039991
304,7,False,100.33594803419076,4,468.109242
305,7,False,100.33594803419076,5,962.005014
306,7,False,100.33594803419076,6,472.764213
307,7,False,100.33594803419076,7,414.92870999999997
308,7,False,100.33594803419076,8,520.452549
309,7,False,100.33594803419076,9,353.543373
310,7,False,100.33594803419076,10,228.76335899999998
311,7,False,100.33594803419076,11,432.778347
312,7,False,100.33594803419076,12,884.8798469999999
313,7,False,100.33594803419076,13,803.468088
314,7,False,100.33594803419076,14,848.443815
315,7,False,100.33594803419076,15,873.426609
316,7,False,100.33594803419076,16,812.7445409999999
317,7,False,100.33594803419076,17,758.6932949999999
318,7,False,100.33594803419076,18,743.254866
319,7,False,100.33594803419076,19,688.801752
320,7,False,100.33594803419076,20,775.9066409999999
321,7,False,100.33594803419076,21,711.607761
322,7,False,100.33594803419076,22,711.6412499999999
323,7,False,100.33594803419076,23,701.895951
324,7,False,100.33594803419076,24,716.463666
325,7,False,100.33594803419076,25,705.3453179999999
326,7,False,100.33594803419076,26,658.6951409999999
327,7,False,100.33594803419076,27,612.8821889999999
328,7,False,100.33594803419076,28,753.3685439999999
329,7,False,100.33594803419076,29,572.460966
330,7,False,100.33594803419076,30,609.700734
331,7,False,100.33594803419076,31,759.7984319999999
332,7,False,100.33594803419076,32,622.8284219999999
333,7,False,100.33594803419076,33,666.1966769999999
334,7,False,100.33594803419076,34,723.5298449999999
335,7,False,100.33594803419076,35,643.223223
336,7,False,100.33594803419076,36,658.159317
337,7,False,100.33594803419076,37,775.4043059999999
338,7,False,100.33594803419076,38,725.773608
339,7,False,100.33594803419076,39,825.403383
340,7,False,100.33594803419076,40,778.518783
341,7,False,100.33594803419076,41,655.446708
342,7,False,100.33594803419076,42,757.9565369999999
343,7,False,100.33594803419076,43,596.1711779999999
344,7,False,100.33594803419076,44,609.4997999999999
345,7,False,100.33594803419076,45,635.62122
346,7,False,100.33594803419076,46,673.8656579999999
347,7,False,100.33594803419076,47,752.933187
348,7,False,100.33594803419076,48,764.9892269999999
349,7,False,100.33594803419076,49,586.8277469999999
350,8,False,100.3422855841015,0,467.40597299999996
351,8,False,100.3422855841015,1,506.55461399999996
352,8,False,100.3422855841015,2,558.964899
353,8,False,100.3422855841015,3,548.080974
354,8,False,100.3422855841015,4,537.397983
355,8,False,100.3422855841015,5,544.933008
356,8,False,100.3422855841015,6,619.646967
357,8,False,100.3422855841015,7,525.542877
358,8,False,100.3422855841015,8,514.3240619999999
359,8,False,100.3422855841015,9,522.6963119999999
360,8,False,100.3422855841015,10,472.027455
361,8,False,100.3422855841015,11,511.444008
362,8,False,100.3422855841015,12,938.36178
363,8,False,100.3422855841015,13,826.374564
364,8,False,100.3422855841015,14,941.9451029999999
365,8,False,100.3422855841015,15,957.8188889999999
366,8,False,100.3422855841015,16,1220.6740499999999
367,8,False,100.3422855841015,17,911.001267
368,8,False,100.3422855841015,18,559.6681679999999
369,8,False,100.3422855841015,19,518.912055
370,8,False,100.3422855841015,20,478.825722
371,8,False,100.3422855841015,21,449.65680299999997
372,8,False,100.3422855841015,22,411.04398599999996
373,8,False,100.3422855841015,23,526.313124
374,8,False,100.3422855841015,24,472.93165799999997
375,8,False,100.3422855841015,25,556.352757
376,8,False,100.3422855841015,26,626.9475689999999
377,8,False,100.3422855841015,27,461.57888699999995
378,8,False,100.3422855841015,28,547.645617
379,8,False,100.3422855841015,29,504.07642799999996
380,8,False,100.3422855841015,30,420.38741699999997
381,8,False,100.3422855841015,31,449.95820399999997
382,8,False,100.3422855841015,32,0.0
383,8,False,100.3422855841015,33,0.0
384,8,False,100.3422855841015,34,0.0
385,8,False,100.3422855841015,35,0.0
386,8,False,100.3422855841015,36,0.0
387,8,False,100.3422855841015,37,0.0
388,8,False,100.3422855841015,38,0.0
389,8,False,100.3422855841015,39,0.0
390,8,False,100.3422855841015,40,0.0
391,8,False,100.3422855841015,41,0.0
392,8,False,100.3422855841015,42,0.0
393,8,False,100.3422855841015,43,0.0
394,8,False,100.3422855841015,44,0.0
395,8,False,100.3422855841015,45,0.0
396,8,False,100.3422855841015,46,0.0
397,8,False,100.3422855841015,47,0.0
398,8,False,100.3422855841015,48,0.0
399,8,False,100.3422855841015,49,0.0
400,9,False,100.34304656690082,0,674.970795
401,9,False,100.34304656690082,1,637.396137
402,9,False,100.34304656690082,2,629.1243539999999
403,9,False,100.34304656690082,3,622.5939989999999
404,9,False,100.34304656690082,4,568.107396
405,9,False,100.34304656690082,5,643.591602
406,9,False,100.34304656690082,6,631.3011389999999
407,9,False,100.34304656690082,7,551.1954509999999
408,9,False,100.34304656690082,8,716.296221
409,9,False,100.34304656690082,9,647.208414
410,9,False,100.34304656690082,10,608.595597
411,9,False,100.34304656690082,11,639.706878
412,9,False,100.34304656690082,12,694.1934809999999
413,9,False,100.34304656690082,13,647.275392
414,9,False,100.34304656690082,14,694.628838
415,9,False,100.34304656690082,15,567.035748
416,9,False,100.34304656690082,16,0.0
417,9,False,100.34304656690082,17,0.0
418,9,False,100.34304656690082,18,0.0
419,9,False,100.34304656690082,19,0.0
420,9,False,100.34304656690082,20,0.0
421,9,False,100.34304656690082,21,0.0
422,9,False,100.34304656690082,22,0.0
423,9,False,100.34304656690082,23,0.0
424,9,False,100.34304656690082,24,0.0
425,9,False,100.34304656690082,25,0.0
426,9,False,100.34304656690082,26,0.0
427,9,False,100.34304656690082,27,0.0
428,9,False,100.34304656690082,28,0.0
429,9,False,100.34304656690082,29,0.0
430,9,False,100.34304656690082,30,0.0
431,9,False,100.34304656690082,31,0.0
432,9,False,100.34304656690082,32,0.0
433,9,False,100.34304656690082,33,0.0
434,9,False,100.34304656690082,34,0.0
435,9,False,100.34304656690082,35,0.0
436,9,False,100.34304656690082,36,0.0
437,9,False,100.34304656690082,37,0.0
438,9,False,100.34304656690082,38,0.0
439,9,False,100.34304656690082,39,0.0
440,9,False,100.34304656690082,40,0.0
441,9,False,100.34304656690082,41,0.0
442,9,False,100.34304656690082,42,0.0
443,9,False,100.34304656690082,43,0.0
444,9,False,100.34304656690082,44,0.0
445,9,False,100.34304656690082,45,0.0
446,9,False,100.34304656690082,46,0.0
447,9,False,100.34304656690082,47,0.0
448,9,False,100.34304656690082,48,0.0
449,9,False,100.34304656690082,49,0.0
450,10,False,100.46730653808098,0,686.1896099999999
451,10,False,100.46730653808098,1,715.392018
452,10,False,100.46730653808098,2,718.305561
453,10,False,100.46730653808098,3,734.849127
454,10,False,100.46730653808098,4,686.5914779999999
455,10,False,100.46730653808098,5,671.0525819999999
456,10,False,100.46730653808098,6,766.2283199999999
457,10,False,100.46730653808098,7,749.282886
458,10,False,100.46730653808098,8,706.852323
459,10,False,100.46730653808098,9,680.462991
460,10,False,100.46730653808098,10,692.2511189999999
461,10,False,100.46730653808098,11,657.1211579999999
462,10,False,100.46730653808098,12,669.043242
463,10,False,100.46730653808098,13,578.0871179999999
464,10,False,100.46730653808098,14,687.395214
465,10,False,100.46730653808098,15,640.30968
466,10,False,100.46730653808098,16,568.542753
467,10,False,100.46730653808098,17,643.3236899999999
468,10,False,100.46730653808098,18,650.758248
469,10,False,100.46730653808098,19,683.610957
470,10,False,100.46730653808098,20,511.611453
471,10,False,100.46730653808098,21,562.414266
472,10,False,100.46730653808098,22,572.0256089999999
473,10,False,100.46730653808098,23,753.067143
474,10,False,100.46730653808098,24,591.6501629999999
475,10,False,100.46730653808098,25,654.8104169999999
476,10,False,100.46730653808098,26,645.768387
477,10,False,100.46730653808098,27,627.985728
478,10,False,100.46730653808098,28,707.019768
479,10,False,100.46730653808098,29,656.082999
480,10,False,100.46730653808098,30,623.732625
481,10,False,100.46730653808098,31,689.7394439999999
482,10,False,100.46730653808098,32,676.5112889999999
483,10,False,100.46730653808098,33,654.174126
484,10,False,100.46730653808098,34,631.334628
485,10,False,100.46730653808098,35,676.176399
486,10,False,100.46730653808098,36,636.7598459999999
487,10,False,100.46730653808098,37,679.0564529999999
488,10,False,100.46730653808098,38,644.194404
489,10,False,100.46730653808098,39,675.238707
490,10,False,100.46730653808098,40,651.595473
491,10,False,100.46730653808098,41,655.145307
492,10,False,100.46730653808098,42,616.900869
493,10,False,100.46730653808098,43,704.9769389999999
494,10,False,100.46730653808098,44,692.083674
495,10,False,100.46730653808098,45,654.174126
496,10,False,100.46730653808098,46,508.66442099999995
497,10,False,100.46730653808098,47,662.847777
498,10,False,100.46730653808098,48,611.5426289999999
499,10,False,100.46730653808098,49,651.260583
500,11,False,100.39545842393548,0,487.83426299999996
501,11,False,100.39545842393548,1,493.02505799999994
502,11,False,100.39545842393548,2,474.90750899999995
503,11,False,100.39545842393548,3,476.54846999999995
504,11,False,100.39545842393548,4,491.81945399999995
505,11,False,100.39545842393548,5,470.888829
506,11,False,100.39545842393548,6,503.70804899999996
507,11,False,100.39545842393548,7,576.479646
508,11,False,100.39545842393548,8,607.0551029999999
509,11,False,100.39545842393548,9,560.438415
510,11,False,100.39545842393548,10,524.471229
511,11,False,100.39545842393548,11,539.105922
512,11,False,100.39545842393548,12,539.6752349999999
513,11,False,100.39545842393548,13,533.714193
514,11,False,100.39545842393548,14,528.925266
515,11,False,100.39545842393548,15,537.665895
516,11,False,100.39545842393548,16,540.211059
517,11,False,100.39545842393548,17,595.501398
518,11,False,100.39545842393548,18,510.338871
519,11,False,100.39545842393548,19,421.191153
520,11,False,100.39545842393548,20,442.155267
521,11,False,100.39545842393548,21,484.58583
522,11,False,100.39545842393548,22,412.149123
523,11,False,100.39545842393548,23,440.581284
524,11,False,100.39545842393548,24,473.93632799999995
525,11,False,100.39545842393548,25,465.29616599999997
526,11,False,100.39545842393548,26,549.9898469999999
527,11,False,100.39545842393548,27,359.069058
528,11,False,100.39545842393548,28,413.05332599999997
529,11,False,100.39545842393548,29,467.606907
530,11,False,100.39545842393548,30,413.723106
531,11,False,100.39545842393548,31,440.413839
532,11,False,100.39545842393548,32,662.5798649999999
533,11,False,100.39545842393548,33,494.029728
534,11,False,100.39545842393548,34,475.376355
535,11,False,100.39545842393548,35,546.8083919999999
536,11,False,100.39545842393548,36,501.22986299999997
537,11,False,100.39545842393548,37,467.975286
538,11,False,100.39545842393548,38,450.05867099999995
539,11,False,100.39545842393548,39,426.68334899999996
540,11,False,100.39545842393548,40,448.55166599999995
541,11,False,100.39545842393548,41,409.40302499999996
542,11,False,100.39545842393548,42,385.65932399999997
543,11,False,100.39545842393548,43,432.34299
544,11,False,100.39545842393548,44,502.100577
545,11,False,100.39545842393548,45,484.58583
546,11,False,100.39545842393548,46,493.493904
547,11,False,100.39545842393548,47,402.772203
548,11,False,100.39545842393548,48,419.41623599999997
549,11,False,100.39545842393548,49,554.644818
550,12,False,100.35550664721657,0,654.7099499999999
551,12,False,100.35550664721657,1,658.4607179999999
552,12,False,100.35550664721657,2,675.13824
553,12,False,100.35550664721657,3,568.710198
554,12,False,100.35550664721657,4,635.2863299999999
555,12,False,100.35550664721657,5,586.291923
556,12,False,100.35550664721657,6,586.760769
557,12,False,100.35550664721657,7,582.139287
558,12,False,100.35550664721657,8,613.9873259999999
559,12,False,100.35550664721657,9,653.303412
560,12,False,100.35550664721657,10,606.6867239999999
561,12,False,100.35550664721657,11,564.95943
562,12,False,100.35550664721657,12,641.180394
563,12,False,100.35550664721657,13,798.9470729999999
564,12,False,100.35550664721657,14,472.027455
565,12,False,100.35550664721657,15,645.2325629999999
566,12,False,100.35550664721657,16,570.5855819999999
567,12,False,100.35550664721657,17,0.0
568,12,False,100.35550664721657,18,0.0
569,12,False,100.35550664721657,19,0.0
570,12,False,100.35550664721657,20,0.0
571,12,False,100.35550664721657,21,0.0
572,12,False,100.35550664721657,22,0.0
573,12,False,100.35550664721657,23,0.0
574,12,False,100.35550664721657,24,0.0
575,12,False,100.35550664721657,25,0.0
576,12,False,100.35550664721657,26,0.0
577,12,False,100.35550664721657,27,0.0
578,12,False,100.35550664721657,28,0.0
579,12,False,100.35550664721657,29,0.0
580,12,False,100.35550664721657,30,0.0
581,12,False,100.35550664721657,31,0.0
582,12,False,100.35550664721657,32,0.0
583,12,False,100.35550664721657,33,0.0
584,12,False,100.35550664721657,34,0.0
585,12,False,100.35550664721657,35,0.0
586,12,False,100.35550664721657,36,0.0
587,12,False,100.35550664721657,37,0.0
588,12,False,100.35550664721657,38,0.0
589,12,False,100.35550664721657,39,0.0
590,12,False,100.35550664721657,40,0.0
591,12,False,100.35550664721657,41,0.0
592,12,False,100.35550664721657,42,0.0
593,12,False,100.35550664721657,43,0.0
594,12,False,100.35550664721657,44,0.0
595,12,False,100.35550664721657,45,0.0
596,12,False,100.35550664721657,46,0.0
597,12,False,100.35550664721657,47,0.0
598,12,False,100.35550664721657,48,0.0
599,12,False,100.35550664721657,49,0.0
600,13,False,100.62624707209162,0,755.712774
601,13,False,100.62624707209162,1,788.3980379999999
602,13,False,100.62624707209162,2,0.0
603,13,False,100.62624707209162,3,0.0
604,13,False,100.62624707209162,4,0.0
605,13,False,100.62624707209162,5,0.0
606,13,False,100.62624707209162,6,0.0
607,13,False,100.62624707209162,7,0.0
608,13,False,100.62624707209162,8,0.0
609,13,False,100.62624707209162,9,0.0
610,13,False,100.62624707209162,10,0.0
611,13,False,100.62624707209162,11,0.0
612,13,False,100.62624707209162,12,0.0
613,13,False,100.62624707209162,13,0.0
614,13,False,100.62624707209162,14,0.0
615,13,False,100.62624707209162,15,0.0
616,13,False,100.62624707209162,16,0.0
617,13,False,100.62624707209162,17,0.0
618,13,False,100.62624707209162,18,0.0
619,13,False,100.62624707209162,19,0.0
620,13,False,100.62624707209162,20,0.0
621,13,False,100.62624707209162,21,0.0
622,13,False,100.62624707209162,22,0.0
623,13,False,100.62624707209162,23,0.0
624,13,False,100.62624707209162,24,0.0
625,13,False,100.62624707209162,25,0.0
626,13,False,100.62624707209162,26,0.0
627,13,False,100.62624707209162,27,0.0
628,13,False,100.62624707209162,28,0.0
629,13,False,100.62624707209162,29,0.0
630,13,False,100.62624707209162,30,0.0
631,13,False,100.62624707209162,31,0.0
632,13,False,100.62624707209162,32,0.0
633,13,False,100.62624707209162,33,0.0
634,13,False,100.62624707209162,34,0.0
635,13,False,100.62624707209162,35,0.0
636,13,False,100.62624707209162,36,0.0
637,13,False,100.62624707209162,37,0.0
638,13,False,100.62624707209162,38,0.0
639,13,False,100.62624707209162,39,0.0
640,13,False,100.62624707209162,40,0.0
641,13,False,100.62624707209162,41,0.0
642,13,False,100.62624707209162,42,0.0
643,13,False,100.62624707209162,43,0.0
644,13,False,100.62624707209162,44,0.0
645,13,False,100.62624707209162,45,0.0
646,13,False,100.62624707209162,46,0.0
647,13,False,100.62624707209162,47,0.0
648,13,False,100.62624707209162,48,0.0
