LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1,ELLIPSE_X0,ELLIPSE_Y0,ELLIPSE_MAJOR,ELLIPSE_MINOR,ELLIPSE_THETA,ELLIPSE_ASPECTRATIO,AREA,PERIMETER,CIRCULARITY,SOLIDITY,SHAPE_INDEX
ID6543,6543,1,16182.0,994.8218390804598,216.22413793103448,0.0,53.0,53,71.76970515632692,1,,12.0,12.0,12.0,12.0,194184.0,0.0,0.19752089050599705,Infinity,-0.9046659404145236,2.615305049761082,95.24570378580451,56.19308470071785,1.208216503083686,1.694971975521176,16181.999999999996,620.0,0.5290036661851198,0.9746431367825091,4.873888516577975
ID3474,3474,1,15383.0,987.2802444256647,189.37411428199962,0.0,14.0,14,69.97543125387114,1,,14.0,14.0,14.0,14.0,215362.0,0.0,0.06232694268144239,Infinity,-1.0451645524298199,1.512988444948396,80.28880245887407,63.11194046872827,1.3361884954803276,1.2721650112890583,15382.999999999982,606.0,0.5263876067724486,0.9459476079203039,4.885984716400386
ID4242,4242,1,12633.0,998.6126810733792,205.48096255837885,0.0,24.0,24,63.413001759574726,1,,11.0,11.0,11.0,11.0,138963.0,0.0,0.22098009008956251,Infinity,-2.330009280459648,2.121322830518882,80.06081904839935,51.384656155874445,1.2953829189113357,1.5580685955265765,12632.999999999998,672.0,0.35154248151218687,0.8105350955986139,5.978827521547608
ID8211,8211,1,15330.0,1000.5099151989563,206.1627527723418,0.0,76.0,76,69.85478190644862,1,,11.0,11.0,11.0,11.0,168630.0,0.0,0.032988282426497456,Infinity,0.03137534803129663,3.709768918969814,95.05525479901056,52.207790557278834,1.2576468437290755,1.8207101619196544,15329.999999999969,624.0,0.49474662413226733,0.9566601142001292,5.039802437652449
ID7573,7573,1,12988.0,992.8088235294117,202.3030489682784,0.0,68.0,68,64.29781335127245,1,,9.0,9.0,9.0,9.0,116892.0,0.0,0.05181921388604304,Infinity,0.8605727353440161,2.850082239897227,92.04364032066286,45.067028671129705,1.2025520405002565,2.0423720630072677,12987.999999999989,612.0,0.4357619439619826,0.965471102025645,5.370074146143473
ID5271,5271,1,15218.0,998.899329741096,211.08161387830202,0.0,36.0,36,69.59913683333241,1,,12.0,12.0,12.0,12.0,182616.0,0.0,0.28423897691830796,Infinity,0.08870310009780039,1.6032828623250843,90.13431893473044,54.295381490669826,1.182929058622461,1.6600734069843348,15218.000000000007,622.0,0.4942955201283019,0.9462459194776935,5.042101625585664
ID4889,4889,1,15446.0,998.6757736630843,202.197203159394,0.0,34.0,34,70.1185745861596,1,,12.0,12.0,12.0,12.0,185352.0,0.0,0.25819469507124726,Infinity,-0.9218342337909057,1.797730178532442,87.8059140308078,57.020398661737765,1.24869692280487,1.5399035448997649,15445.999999999987,632.0,0.4859501695175844,0.9500845763493764,5.0852119984846835
ID6553,6553,1,13088.0,1002.9639364303179,209.26658007334964,0.0,58.0,58,64.54486649125136,1,,10.0,10.0,10.0,10.0,130880.0,0.0,0.21994528515568673,Infinity,0.5292430141307065,2.7395644566737,88.49992257369347,47.459855831535506,1.1368199318884318,1.8647322252270349,13088.00000000003,600.0,0.45685738500203665,0.9657615112160591,5.244627009562986
ID4122,4122,1,14254.0,990.8025817314438,202.15258874701837,0.0,22.0,22,67.3586603018776,1,,12.0,12.0,12.0,12.0,171048.0,0.0,0.278369726336243,Infinity,-0.44701553472362693,1.5949739568658683,83.43814809742561,54.81817210662758,1.2439486617435174,1.5220892067529892,14253.99999999997,676.0,0.39197035891835735,0.9149789774368501,5.662110213727811
ID7706,7706,1,13677.0,995.3853184177817,201.60766249908605,0.0,71.0,71,65.98124213240989,1,,11.0,11.0,11.0,11.0,150447.0,0.0,0.0315316499236076,Infinity,0.3231432108786028,1.0502906193482475,93.28277846863628,47.152506260651656,1.1567125517151662,1.978320684652131,13676.999999999989,626.0,0.4385832531019768,0.9588474481211436,5.352774029202652
ID6559,6559,1,12409.0,1002.473607865259,209.54130066886938,0.0,57.0,57,62.84828858174787,1,,12.0,12.0,12.0,12.0,148908.0,0.0,0.7351604558484237,Infinity,1.1691856194496137,2.238834945061105,84.53216120258692,45.48689669737094,1.1103067823861388,1.8583848831233354,12409.000000000005,574.0,0.47328513443644765,0.9662825105123818,5.1528025386909535
ID6943,6943,1,13744.0,997.0093859138533,212.12099825378348,0.0,59.0,59,66.14265700521877,1,,13.0,13.0,13.0,13.0,178672.0,0.0,0.15190138643096307,Infinity,1.297154888851312,3.4569995851084485,87.77426417931196,50.05588022781273,1.1225031115480684,1.7535255354583021,13743.999999999985,612.0,0.4611265905307581,0.9745444231723734,5.220292633602297
ID3744,3744,1,15144.0,992.2334918119387,188.74478341257264,0.0,18.0,18,69.4297120573556,1,,10.0,10.0,10.0,10.0,151440.0,0.0,-0.0064763171044549496,-Infinity,0.33421481135652964,2.1584430197070503,80.25112062595923,61.77732735661261,1.3087908253685692,1.2990384022718522,15143.999999999945,730.0,0.35711224729565516,0.9155708714972307,5.932019358651921
ID7712,7712,1,14940.0,995.0929049531459,205.11111111111111,0.0,73.0,73,68.96049375973057,1,,11.0,11.0,11.0,11.0,164340.0,0.0,0.04743765290004241,Infinity,-0.08257886511675018,3.2638930163817435,94.6945976226648,51.09665764777243,1.237943227135062,1.8532444582858745,14940.000000000018,618.0,0.49156789565077413,0.9624738283137391,5.056071144840302
ID4257,4257,1,15626.0,996.5136951235121,206.31575579162933,0.0,26.0,26,70.52595466569669,1,,10.0,10.0,10.0,10.0,156260.0,0.0,0.12541547680351967,Infinity,0.4101563644999563,2.929519689003734,85.08498495044157,58.20927426887944,1.3693757392341135,1.461708396456177,15625.999999999975,618.0,0.5141392193734254,0.9556309818671055,4.943841799593583
ID2338,2338,1,12944.0,985.6031365883807,177.36287082818293,0.0,4.0,4,64.18880873456824,1,,13.0,13.0,13.0,13.0,168272.0,0.0,0.04221906345711322,Infinity,0.3627900807583017,1.6774856140788037,72.93107673907511,56.993715017825515,0.9188094369272752,1.2796336704190099,12943.999999999993,558.0,0.5224081821670619,0.9559822747415061,4.904558813694045
ID6051,6051,1,14917.0,996.5310048937454,213.2743849299457,0.0,49.0,49,68.9073912741124,1,,11.0,11.0,11.0,11.0,164087.0,0.0,0.24256873416060168,Infinity,-0.1049982300412746,3.805410140891825,89.17036292471366,53.93133820567577,1.3110612576201222,1.6534053463433123,14917.00000000005,628.0,0.47530465347071993,0.9616116035455311,5.141844030323942
ID2343,2343,1,15439.0,990.2098581514347,192.12740462465186,0.0,7.0,7,70.10268420532516,1,,14.0,14.0,14.0,14.0,216146.0,0.0,-0.010000183209463005,-Infinity,1.3854882302888052,1.0246444490740763,80.12248673857779,62.48402482569952,1.138092716724087,1.2822875440895674,15439.000000000002,622.0,0.5014738162216357,0.9398551165763684,5.005884224616428
ID3623,3623,1,14830.0,991.3634524612272,182.39602157788266,0.0,16.0,16,68.70615410649627,1,,9.0,9.0,9.0,9.0,133470.0,0.0,0.006830637161532272,Infinity,-0.6527416521731974,-0.03962486272429857,75.4831250576061,63.68662353798238,1.0876728958811448,1.1852273030707674,14829.999999999993,606.0,0.5074646173331221,0.9525950668036993,4.9762483736171355
ID7720,7720,1,14177.0,997.6705932143612,204.48522254355646,0.0,72.0,72,67.17647844616143,1,,12.0,12.0,12.0,12.0,170124.0,0.0,0.12019859155393171,Infinity,1.0292355714612507,2.870764875124011,93.35916543846498,48.77370305811831,1.2213012714102351,1.914129122556453,14176.999999999969,616.0,0.46949695405994263,0.9595262267343463,5.173548710862454
ID7848,7848,1,14978.0,994.6876084924556,203.82874883161972,0.0,74.0,74,69.04813882546593,1,,11.0,11.0,11.0,11.0,164758.0,0.0,0.01986078570345344,Infinity,-0.09624682989440031,2.6486645081179074,94.46466471551985,51.549201164170746,1.23731586226415,1.8325146186974761,14977.999999999996,624.0,0.48338649290626956,0.9585306540381413,5.098679068290213
ID2473,2473,1,14948.0,983.3464677548836,186.6543350280974,0.0,5.0,5,68.97895460700526,1,,13.0,13.0,13.0,13.0,194324.0,0.0,0.014495981846087415,Infinity,-1.8210648001641674,2.1630868344384306,76.77834131723772,63.10283010676651,1.3856644403583256,1.2167178744175657,14947.999999999965,614.0,0.49826021481246613,0.967257667917689,5.0220013665319
ID4649,4649,1,15979.0,996.1256023530884,208.15207459790975,0.0,28.0,28,71.31811601080611,1,,11.0,11.0,11.0,11.0,175769.0,0.0,0.2583571176296528,Infinity,-0.6518520833002376,1.4116005293616063,87.94998742770476,58.36588598792392,1.2799099668652327,1.5068731663886998,15979.00000000002,620.0,0.5223674194767052,0.9590085223862693,4.904750172405111
ID3242,3242,1,15964.0,985.6722625908294,193.4455023803558,0.0,11.0,11,71.28463384936497,1,,14.0,14.0,14.0,14.0,223496.0,0.0,0.01156112095952884,Infinity,1.2066745433566923,1.793759762168001,82.72179101684644,61.18841809370667,1.2935675923527536,1.351919098319597,15963.999999999985,644.0,0.4837041888999982,0.9158921399885249,5.0970043918938055
ID5162,5162,1,14468.0,1000.275988388167,201.8994332319602,0.0,35.0,35,67.8624154691467,1,,12.0,12.0,12.0,12.0,173616.0,0.0,0.2934377987757178,Infinity,0.12777541225660163,0.8166029502428771,86.38628039842003,52.56369738869113,1.1994976832150883,1.643458978154107,14467.999999999993,608.0,0.4918256850776609,0.9638586322907293,5.0547459064876845
ID6058,6058,1,16986.0,995.9521959260568,214.65224302366656,0.0,50.0,50,73.53102560632404,1,,11.0,11.0,11.0,11.0,186846.0,0.0,0.2115601589078767,Infinity,0.16592071826563945,4.740184491328981,100.20683523895036,56.5153570670381,1.2597010189135793,1.7730903676338052,16986.000000000036,634.0,0.5310341710423663,0.9686635681902447,4.864561496589731
ID7211,7211,1,13317.0,992.9201772170909,206.90733648719683,0.0,66.0,66,65.10708682094081,1,,11.0,11.0,11.0,11.0,146487.0,0.0,0.07583537645951297,Infinity,0.7619190832759456,3.205463027994692,90.60275051504546,47.302651077517346,1.1627013950371998,1.9153842004874093,13316.999999999953,598.0,0.4679655637840195,0.9700965215807651,5.1820068664636185
ID5294,5294,1,13431.0,996.6965974238701,208.7505770233043,0.0,37.0,37,65.38516713547877,1,,12.0,12.0,12.0,12.0,161172.0,0.0,0.299543629356082,Infinity,0.1272295133507551,1.6049364611763048,84.08689377582888,51.00469423018811,1.1510547771598918,1.6486108787622227,13431.0,604.0,0.4626412320771513,0.9457118715673848,5.21174026758645
ID2352,2352,1,15031.0,982.8059344022354,187.60634688310824,0.0,6.0,6,69.1701951654653,1,,13.0,13.0,13.0,13.0,195403.0,0.0,0.07192306848353201,Infinity,-1.089656309867499,0.5925913563203955,71.5485046367901,68.53886642200936,0.40947490368736816,1.0439114092761574,15031.000000000002,596.0,0.531747209316114,0.9439804057024431,4.861298872875615
ID5556,5556,1,11511.0,1006.3223004083051,204.92581009469203,0.0,42.0,42,60.53152153929059,1,,12.0,12.0,12.0,12.0,138132.0,0.0,0.3408704093188788,Infinity,2.243625859946071,2.410296613742126,87.71008754677717,42.50024088344131,0.9890056642274776,2.0637550687612753,11510.999999999955,632.0,0.3621502266811405,0.9031068570531896,5.8906138113633295
ID5557,5557,1,12285.0,1003.8757020757021,203.2090354090354,0.0,41.0,41,62.53348664330074,1,,12.0,12.0,12.0,12.0,147420.0,0.0,0.3406408861216116,Infinity,0.5495847991989631,4.1069522560416365,80.42931435772944,48.6591280106299,1.0883594506323384,1.6529131870213363,12285.000000000013,696.0,0.31868861267464865,0.9022142253883167,6.279450758744892
ID3517,3517,1,14950.0,987.9137123745819,193.48802675585284,0.0,15.0,15,68.98356904689453,1,,12.0,12.0,12.0,12.0,179400.0,0.0,0.05348975822781879,Infinity,-0.2439088075718684,1.8682069147632725,86.91327160424831,55.948073295655945,1.3531661418298382,1.5534631754869856,14949.99999999998,680.0,0.40628728521771057,0.9347255220707753,5.561453576744813
ID6464,6464,1,15626.0,998.897222577755,219.32260335338538,0.0,54.0,54,70.52595466569669,1,,12.0,12.0,12.0,12.0,187512.0,0.0,0.6198458005485521,Infinity,-1.0601829201742985,4.5262838408970385,91.63682913851447,57.19140898991385,1.314345120756921,1.602283118338199,15625.999999999973,622.0,0.5075477590698403,0.9517022961203465,4.975840775642733
ID4674,4674,1,12602.0,997.1758451039517,190.11593397873352,0.0,30.0,30,63.33514968552719,1,,11.0,11.0,11.0,11.0,138622.0,0.0,0.39448464566665153,Infinity,0.8064292467204254,0.0084584939912656,78.88672225809803,48.4506032723424,0.9842054223428318,1.6281886484400045,12602.000000000015,618.0,0.4146411392898966,0.8846612846612856,5.505144684487709
ID7618,7618,1,14200.0,995.3979577464788,206.43288732394367,0.0,69.0,69,67.23094811029988,1,,10.0,10.0,10.0,10.0,142000.0,0.0,0.05084900459191474,Infinity,0.35497055571786545,3.218364862099267,91.42966775724639,50.50499471173328,1.1825775985071225,1.8103094214562014,14200.000000000022,638.0,0.4383861762460582,0.9578091801288338,5.353977065932872
ID8130,8130,1,15057.0,996.4765889619446,205.80693365212193,0.0,75.0,75,69.22999318409137,1,,13.0,13.0,13.0,13.0,195741.0,0.0,0.08301065908539748,Infinity,-0.1978429802889977,3.722858057760149,92.58643899880133,53.04900309197916,1.2845286199692996,1.7453002620665665,15057.000000000002,634.0,0.47072774716736676,0.9524020367500555,5.166780748022288
ID2373,2373,1,12530.0,978.6695131683958,176.1387071029529,0.0,3.0,3,63.153961664197254,1,,13.0,13.0,13.0,13.0,162890.0,0.0,0.0746719652178119,Infinity,-0.6093702799481929,0.8067311812771351,70.36350388148034,57.08381921219392,1.1096216128220997,1.2326348315960205,12529.999999999998,512.0,0.6006493522564713,0.976617303195635,4.573981729165414
ID3653,3653,1,12632.0,994.9479892336922,179.21778024065864,0.0,17.0,17,63.41049189427286,1,,11.0,11.0,11.0,11.0,138952.0,0.0,0.10511937158756042,Infinity,1.060153196880754,-0.4798084054322065,72.08703682843239,55.31598505559854,0.9890987505886575,1.303186353022135,12632.0,656.0,0.36887082094127627,0.903770480074408,5.836705500162754
ID4039,4039,1,12196.0,991.0910134470319,200.05960970810102,0.0,20.0,20,62.306559621740625,1,,14.0,14.0,14.0,14.0,170744.0,0.0,0.21620331787650304,Infinity,2.3514436930092697,-1.6208562891656686,78.45221487276088,44.85455861244027,1.1793855427430788,1.7490354893605484,12196.000000000025,646.0,0.3672503714516692,0.8942988084326327,5.849568218571281
ID5832,5832,1,14810.0,998.9101958136395,208.18663065496287,0.0,45.0,45,68.65980930924535,1,,11.0,11.0,11.0,11.0,162910.0,0.0,0.6060848047479612,Infinity,1.2431596903188216,4.519949286109828,91.56428764328545,51.02489546635336,1.2869645195874595,1.7945022092924117,14809.999999999978,612.0,0.4968920842375237,0.9593211555901008,5.028910342236165
ID2379,2379,1,11715.0,982.2839948783611,174.15475885616732,0.0,2.0,2,61.065541155737805,1,,13.0,13.0,13.0,13.0,152295.0,0.0,0.012140995492955798,Infinity,-0.04401350930230846,-0.2907184546664553,76.55733011403615,50.11762536120182,1.1119354170678757,1.5275530227595824,11714.999999999998,508.0,0.5704593889392464,0.9782472548119074,4.693454000699216
ID7115,7115,1,13511.0,993.7575309007475,210.71563910887426,0.0,63.0,63,65.57960713689268,1,,13.0,13.0,13.0,13.0,175643.0,0.0,0.6578122738684764,Infinity,0.9964920188997068,2.120855455590968,86.08497518120159,48.360117691450206,1.1004256426086363,1.7800820033244236,13510.999999999965,592.0,0.484455559973653,0.956971349647623,5.093050233787928
ID4557,4557,1,13564.0,997.9111618991448,204.4555440872899,0.0,27.0,27,65.70810677684253,1,,10.0,10.0,10.0,10.0,135640.0,0.0,0.09803286651015969,Infinity,-0.40382834410471347,0.9885612533448828,81.95125368660054,51.85548887322993,1.2758829970726706,1.5803776122320459,13564.000000000005,682.0,0.36646195640983453,0.8408132903545749,5.855857288452216
ID7501,7501,1,12125.0,993.4392577319587,205.6798350515464,0.0,67.0,67,62.124933561159374,1,,10.0,10.0,10.0,10.0,121250.0,0.0,0.02531506416851572,Infinity,1.680346073551363,3.4365323973743003,91.04880572225453,42.029583540175814,1.1374099709170344,2.166302828940038,12125.000000000015,592.0,0.4347586162889916,0.9742477200594603,5.376267052768155
ID6352,6352,1,15706.0,997.3296192537883,213.38692219533937,0.0,51.0,51,70.7062590751527,1,,13.0,13.0,13.0,13.0,204178.0,0.0,0.22502512412065537,Infinity,1.2487357926033587,4.571591951644114,93.6048552564445,53.59327567608689,1.2566650377112079,1.7465783547582372,15705.999999999989,626.0,0.5036476254456129,0.9541919805589301,4.995069516059427
ID6993,6993,1,14217.0,999.0694942674263,213.02869803756067,0.0,60.0,60,67.27117995007183,1,,10.0,10.0,10.0,10.0,142170.0,0.0,0.6015726210726714,Infinity,0.9791881335207897,4.286966130684943,91.4655377968598,49.8844049439794,1.1873697607159297,1.833549741639223,14216.999999999978,618.0,0.46777916817048437,0.9682626166314773,5.1830391988262
ID7122,7122,1,13662.0,992.422192943932,209.05226174791392,0.0,64.0,64,65.9450503452909,1,,12.0,12.0,12.0,12.0,163944.0,0.0,0.36837609810045163,Infinity,-0.5259721146958911,1.096677253506742,85.84034546533556,50.906260407578074,1.0924892942027637,1.6862433967464852,13662.000000000007,588.0,0.4965574394157964,0.9623837700760786,5.030604622925583
ID6483,6483,1,15156.0,999.0883478490367,218.24472156241754,0.0,55.0,55,69.4572144201129,1,,13.0,13.0,13.0,13.0,197028.0,0.0,0.28256180809005804,Infinity,-1.3608276167978468,3.5017862642500965,92.17165303699642,54.869960429059084,1.2142519053384189,1.6798199290878728,15156.000000000025,608.0,0.5152135805250928,0.9638155802861702,4.938684478796267
ID4183,4183,1,12282.0,995.2636378439994,207.62302556586874,0.0,23.0,23,62.52585083075092,1,,11.0,11.0,11.0,11.0,135102.0,0.0,0.15819252629683905,Infinity,1.0996594244465192,0.8375621124832637,77.46898263080048,47.89284981913054,1.2745725154604468,1.6175479831199335,12281.999999999995,648.0,0.3675605945300814,0.8622577927548438,5.847099164289059
ID7132,7132,1,13803.0,992.0013765123524,208.7787437513584,0.0,65.0,65,66.2844729857216,1,,12.0,12.0,12.0,12.0,165636.0,0.0,0.38747246180952016,Infinity,0.3267957823799124,2.9364309981466183,88.87617672861131,50.58648137092222,1.1493435512483128,1.756915569535906,13802.999999999982,598.0,0.4850438294594004,0.9643343696510276,5.089960827390674
ID5472,5472,1,13095.0,997.9054600992745,208.0746086292478,0.0,40.0,40,64.56212480686123,1,,12.0,12.0,12.0,12.0,157140.0,0.0,0.3048063217038693,Infinity,0.550056859892847,1.623650283178274,83.34514659228442,50.39727984323113,1.040199642476005,1.6537627993324826,13094.999999999962,570.0,0.5064839125732006,0.9588138385502443,4.981063798384232
ID3940,3940,1,13360.0,992.4005239520958,197.6623502994012,0.0,19.0,19,65.21211604767508,1,,12.0,12.0,12.0,12.0,160320.0,0.0,0.2598326195434362,Infinity,0.7395548122445547,0.09977400971819342,86.33492031944918,48.80538705657824,1.1742939225115772,1.768962926558996,13359.999999999996,584.0,0.49225555746809474,0.9468797618625746,5.052538343503675
ID6508,6508,1,14564.0,996.3281378742104,210.10059049711617,0.0,56.0,56,68.08718809277357,1,,10.0,10.0,10.0,10.0,145640.0,0.0,0.4031414285117875,Infinity,-2.1182694107308744,2.1230102411572136,84.83722468529716,55.68972437658372,1.1299788167051983,1.5233909960051681,14564.0,616.0,0.482313157856318,0.9189803129732458,5.104349191096997
ID2413,2413,1,11960.0,987.1503344481605,180.89038461538462,0.0,1.0,1,61.70077988776268,1,,13.0,13.0,13.0,13.0,155480.0,0.0,0.020034836538346323,Infinity,-0.20707149161205946,-1.1514676325822741,83.49178044705283,45.705812020057905,1.022434287407526,1.8267213021051378,11960.00000000001,550.0,0.4968389836288787,0.9778032130155753,5.029179072221251
ID4718,4718,1,13722.0,996.4750765194578,201.70310450371667,0.0,29.0,29,66.08969857862844,1,,12.0,12.0,12.0,12.0,164664.0,0.0,0.1273504439299513,Infinity,0.28948228423010225,1.6741544959421817,82.84610227702707,53.55356540752326,1.2544971249046812,1.5469764085098388,13721.999999999962,618.0,0.4514922800615727,0.9552051790748641,5.275696063550564
ID3440,3440,1,15509.0,984.806241537172,182.40163775872074,0.0,13.0,13,70.26142629369555,1,,14.0,14.0,14.0,14.0,217126.0,0.0,0.07046068011224306,Infinity,-0.34457470536584484,0.9986963796393792,80.07539123967543,62.553919909589894,1.1455089359573614,1.2801018921821299,15509.00000000001,588.0,0.5636882834064988,0.9770679770679779,4.721559077656349
ID5872,5872,1,13879.0,996.9123856185604,206.7900425102673,0.0,44.0,44,66.46670527673858,1,,12.0,12.0,12.0,12.0,166548.0,0.0,0.24883369554486037,Infinity,0.5433167818336219,1.0237726935146536,88.69843978359741,49.28982734296905,1.079918131830138,1.7995283117227192,13878.99999999999,626.0,0.44506082984589734,0.9577008004416223,5.313678146530593
ID3060,3060,1,16079.0,986.7718763604702,191.72883885813795,0.0,8.0,8,71.54092996284838,1,,14.0,14.0,14.0,14.0,225106.0,0.0,0.06160125697281176,Infinity,-0.27182653423819303,0.26280250983645476,77.03142517663834,68.86857492015774,-0.999360735834395,1.1185279391354348,16079.00000000002,650.0,0.4782359126823228,0.9404023862440065,5.126061815194227
ID7668,7668,1,13809.0,997.9933376783257,202.90716199579984,0.0,70.0,70,66.29887795665891,1,,11.0,11.0,11.0,11.0,151899.0,0.0,0.1155305047092719,Infinity,0.8542145558544944,2.5240470118828617,89.40455174808852,49.04321530600504,1.129558259303322,1.8229749250788108,13808.99999999996,638.0,0.42631512026632334,0.9459515002055048,5.42924654831682
ID3061,3061,1,17072.0,991.6853912839738,196.96778350515464,0.0,10.0,10,73.71693412595012,1,,14.0,14.0,14.0,14.0,239008.0,0.0,-0.025735616323885487,-Infinity,0.9038454166803691,1.922741424002839,85.58552335181325,63.37130303641471,1.289419090545249,1.3505406903600152,17071.99999999998,646.0,0.5140782503626498,0.9272969229515755,4.944134957500216
ID5749,5749,1,12155.0,995.0662278897573,203.43998354586589,0.0,43.0,43,62.20174166825227,1,,11.0,11.0,11.0,11.0,133705.0,0.0,0.5208872458410365,Infinity,-0.2855469086593748,0.006934520088189194,81.76814167660372,47.45244588241865,0.9754389017978117,1.7231596845232207,12155.000000000045,558.0,0.4905648527689017,0.9606417450407057,5.061237501977068
ID3063,3063,1,15697.0,992.5278078613748,191.26571956424795,0.0,9.0,9,70.68599778900305,1,,14.0,14.0,14.0,14.0,219758.0,0.0,0.0357450612430198,Infinity,1.5851567559244548,1.5801837018169431,83.03212234147445,60.051897436350856,1.1109572326569381,1.3826727528381662,15696.999999999945,634.0,0.4907360993083702,0.9163188465018502,5.060354343967766
ID3322,3322,1,15317.0,985.342364692825,186.39479010250048,0.0,12.0,12,69.8251568324562,1,,12.0,12.0,12.0,12.0,183804.0,0.0,0.014610701757128667,Infinity,0.0857068336592227,4.460334675043534,81.1569581759451,61.52655878981508,1.4486455396508326,1.3190557016717077,15316.999999999949,632.0,0.48189167075623596,0.9358751107445055,5.106580965621859
ID5373,5373,1,12802.0,998.2014528979847,208.023277612873,0.0,39.0,39,63.835751447953484,1,,13.0,13.0,13.0,13.0,166426.0,0.0,0.5975924663780448,Infinity,0.5608642264482124,0.6287651582435738,80.26852446414982,50.067327959898165,1.1273155386518667,1.6032116698626608,12802.000000000022,546.0,0.5396378477003126,0.9695546803998805,4.825626794230377
