LABEL,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,DIRECTIONAL_CHANGE_RATE,SPEED,DISPLACEMENT,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,MANUAL_EDGE_COLOR
ID7408 ? ID7422,26,7408,7422,2.2354600493885335,2.523268048162259,1.4951454943879319,1.4951454943879319,63.5,141.7273716836029,933.9229577059274,0.0,
ID13158 ? ID13245,26,13158,13245,28.14750521645452,1.138512080938604,2.6527111233818186,5.305422246763637,129.0,159.16989541333453,922.3506079540814,0.0,
ID6205 ? ID6262,26,6205,6262,42.2784055415531,0.3881268929632506,6.502184674519257,6.502184674519257,46.5,149.71016554597497,942.2055840903176,0.0,
ID3774 ? ID3951,26,3774,3951,16.733370620546896,2.693127149922918,4.090644279394983,4.090644279394983,15.5,136.23674027872858,934.841379650993,0.0,
ID3928 ? ID3987,26,3928,3987,1.620638232332412,2.2127899636737203,1.2730429027854528,1.2730429027854528,17.5,135.3872582139415,939.6044037748104,0.0,
ID6710 ? ID6892,26,6710,6892,2.150990356422173,2.364143704858899,1.466625499717693,1.466625499717693,52.5,145.5267040907725,942.2589514352974,0.0,
ID8913 ? ID9144,26,8913,9144,24.842572906015185,2.6053032558243086,4.9842324289719055,4.9842324289719055,83.5,151.82119955980957,929.9921839049006,0.0,
ID5654 ? ID5734,26,5654,5734,2.853470274114144,2.7338221461934378,1.689221795417684,1.689221795417684,39.5,143.89240649982128,944.3022233578647,0.0,
ID7980 ? ID8063,26,7980,8063,0.36518908511577236,1.6547297432513888,0.6043087663734263,0.6043087663734263,70.5,146.95026003080068,933.4008628411973,0.0,
ID11824 ? ID12139,26,11824,12139,0.6466733391065969,1.1390128289027643,0.8041600208332896,0.8041600208332896,115.5,159.28622172003543,922.2351990037384,0.0,
ID3732 ? ID3774,26,3732,3774,62.35807016954753,0.8979497233672209,7.8967126178902785,7.8967126178902785,14.5,135.1215322100937,932.8476400208408,0.0,
ID8670 ? ID8643,26,8670,8643,0.4985674717201851,3.133645230852163,0.7060931041443367,0.7060931041443367,77.5,152.070166565733,929.0582448726312,0.0,
ID5153 ? ID5179,26,5153,5179,22.879298237776958,3.1200121816916506,4.783230941296579,4.783230941296579,33.5,142.06405300135944,938.4921710718792,0.0,
ID8160 ? ID8239,26,8160,8239,3.437198798739051,2.7577150849290417,1.8539683920550132,1.8539683920550132,74.5,149.69718482998567,931.8619581692681,0.0,
ID7515 ? ID7601,26,7515,7601,3.641590927348826,2.7245664902160134,1.9082952935405009,1.9082952935405009,66.5,146.71215998181736,931.8683727032633,0.0,
ID10885 ? ID10964,26,10885,10964,0.0762092847822606,2.5379261056421685,0.2760602919332308,0.2760602919332308,103.5,155.92480744827458,925.720221065867,0.0,
ID13709 ? ID13869,26,13709,13869,11.955518887824685,2.356852454875947,3.4576753589405533,3.4576753589405533,136.5,158.5154038548357,923.9209076464829,0.0,
ID10977 ? ID11102,26,10977,11102,0.2125006763385582,2.385198971136333,0.460977956456226,0.460977956456226,105.5,157.844721612029,926.6027162407324,0.0,
ID11640 ? ID11634,26,11640,11634,1.086611610151392,2.258158924920809,1.042406643374548,1.042406643374548,110.5,158.37308079996058,924.2680593354075,0.0,
ID7437 ? ID7515,26,7437,7515,32.11167937585314,0.842010593366571,5.666716807451484,5.666716807451484,65.5,144.87487831036935,932.6552733150381,0.0,
ID11833 ? ID11824,26,11833,11824,3.900703601227285,0.9546826639165966,1.9750198989446373,1.9750198989446373,114.5,158.49165932820495,923.1505379948032,0.0,
ID4505 ? ID4552,26,4505,4552,6.75716275947806,2.9097151408809,2.5994543195597917,2.5994543195597917,23.5,137.76484626111443,945.7728446009053,0.0,
ID13755 ? ID13709,26,13755,13709,19.017596601165245,2.958965537712825,4.360916944997376,4.360916944997376,135.5,158.82361949957638,925.441983881758,0.0,
ID2844 ? ID2822,26,2844,2822,16.84876287522858,1.9855621615472145,4.104724457893438,4.104724457893438,3.5,139.5572882440241,927.1007293333356,0.0,
ID5179 ? ID5343,26,5179,5343,31.472360363664812,2.5982227877506356,5.6100232052697265,5.6100232052697265,34.5,143.07648610699815,939.530589101813,0.0,
ID10724 ? ID10895,26,10724,10895,5.300877224165761,2.0817165319669932,2.3023633996755946,2.3023633996755946,101.5,156.07462854768767,923.2465635273038,0.0,
ID9411 ? ID9423,26,9411,9423,1.541254729799183,1.1123053281506923,1.2414728067095078,1.2414728067095078,86.5,153.66252297753408,930.2016485791482,0.0,
ID11701 ? ID11833,26,11701,11833,5.489278723955187,2.703966291507016,2.342920981159029,2.342920981159029,113.5,158.7072122893366,925.0578976291017,0.0,
ID2822 ? ID2923,26,2822,2923,4.397463902678907,2.167363379930616,2.0970130907266427,2.0970130907266427,4.5,141.15369823183116,927.6881940987788,0.0,
ID14187 ? ID14255,26,14187,14255,0.620737085951877,1.912158948300944,0.7878686984211755,0.7878686984211755,141.5,148.66325862738887,920.1372818455288,0.0,
ID11102 ? ID11129,26,11102,11129,5.322043001074852,1.0550785006096774,2.3069553530735813,2.3069553530735813,106.5,156.75947307767316,925.9185392798255,0.0,
ID11702 ? ID11701,26,11702,11701,7.760221614608783,2.7421476404048755,2.785717432656942,2.785717432656942,112.5,158.1559104323332,925.287292116381,0.0,
ID4331 ? ID4418,26,4331,4418,46.75594887313372,0.41628870837655607,6.83783217643821,6.83783217643821,20.5,137.7220800910491,941.4487562968211,0.0,
ID10964 ? ID10977,26,10964,10977,5.283839383720298,1.7023530769569266,2.2986603454447763,2.2986603454447763,104.5,157.0132598064975,926.0573605357861,0.0,
ID12999 ? ID13158,26,12999,13158,25.108077482742125,1.8641296868224242,5.010796092712427,5.010796092712427,127.5,159.10383211139902,920.1865108881852,0.0,
ID13928 ? ID13914,26,13928,13914,198.52929259723783,1.1713795496925696,14.090042320633314,14.090042320633314,138.5,151.68614684407908,920.7401590605119,0.0,
ID5584 ? ID5572,26,5584,5572,18.401302800481886,2.808540824171842,4.28967397368167,4.28967397368167,37.5,142.5128393042795,945.394506412785,0.0,
ID3542 ? ID3703,26,3542,3703,13.86345723038495,2.322610038113476,3.7233663841186715,3.7233663841186715,12.5,133.83488575819518,927.2485244668165,0.0,
ID9315 ? ID9411,26,9315,9411,2.446616704391422,2.34207508515954,1.5641664567402735,1.5641664567402735,85.5,152.5165222934568,929.8649265304464,0.0,
ID6085 ? ID6205,26,6085,6205,0.18399242707322028,1.7925870678885298,0.42894338446142316,0.42894338446142316,45.5,147.0434314613999,940.0158495662582,0.0,
ID10197 ? ID10142,26,10197,10142,18.364174329062873,2.725025835453102,4.285344131929532,4.285344131929532,94.5,154.51981754794426,923.7915744008401,0.0,
ID8047 ? ID8160,26,8047,8160,6.9579663487702295,3.126827522500076,2.637795736741234,2.637795736741234,73.5,149.8471812643786,932.4178899830978,0.0,
ID2802 ? ID2844,26,2802,2844,30.62107142747289,2.601398915411734,5.533630944278168,5.533630944278168,2.5,138.1759501201651,924.7806510539331,0.0,
ID6248 ? ID6311,26,6248,6311,10.658087323904901,0.2847613305668785,3.2646726212447246,3.2646726212447246,48.5,148.17584779182917,944.2220003248585,0.0,
ID11361 ? ID11474,26,11361,11474,0.33552972738671494,1.5352818567032165,0.5792492791421625,0.5792492791421625,108.5,154.63302229218698,924.9649773915341,0.0,
ID12313 ? ID12300,26,12313,12300,0.22926622100671076,1.2021505289373464,0.47881752370471026,0.47881752370471026,118.5,156.72510896859743,923.2427869004748,0.0,
ID6323 ? ID6451,26,6323,6451,0.6129310857999785,0.38822315071073754,0.7828991542976519,0.7828991542976519,50.5,146.78066137613052,942.008650897161,0.0,
ID7410 ? ID7408,26,7410,7408,10.748414690297418,2.9183486377439327,3.278477495774131,3.278477495774131,62.5,141.2098073091828,932.9325145299781,0.0,
ID10206 ? ID10319,26,10206,10319,4.057616722513732,0.22315401441619429,2.014352680767132,2.014352680767132,97.5,152.78154405085218,923.5478385691936,0.0,
ID9487 ? ID9429,26,9487,9429,5.678238518267493,0.026408541918429146,2.382905478248664,2.382905478248664,88.5,153.19441671087105,926.6197026208845,0.0,
ID13012 ? ID12999,26,13012,12999,3.2460045028244,0.5061873948611535,1.801667145402946,1.801667145402946,126.5,161.50728368890617,920.1042174411433,0.0,
ID5047 ? ID5195,26,5047,5195,9.976921334676168,2.258610304184186,3.158626494962038,3.158626494962038,31.5,145.71333970054536,934.1973338901225,0.0,
ID5195 ? ID5153,26,5195,5153,43.041019885930226,0.433852365600202,6.560565515710534,6.560565515710534,32.5,142.74551268993343,937.9185895798985,0.0,
ID11634 ? ID11702,26,11634,11702,1.3446604600430083,1.2857134716564067,1.1595949551645213,1.1595949551645213,111.5,157.56606069468953,924.6237444444912,0.0,
ID8486 ? ID8670,26,8486,8670,3.878317785878388,0.024182820477193275,1.9693445066514867,1.9693445066514867,76.5,151.78549618363093,929.622102795418,0.0,
ID9576 ? ID9650,26,9576,9650,6.155371073905144,2.5280982801619087,2.481002030209799,2.481002030209799,90.5,152.13836620347695,925.1206734894922,0.0,
ID8698 ? ID8837,26,8698,8837,6.664672323208663,0.24118107528184768,2.581602665634017,2.581602665634017,81.5,151.45536274516036,929.3064651278778,0.0,
ID14725 ? ID14856,26,14725,14856,34.43098923923794,2.8171437376362247,5.8677925354632245,5.8677925354632245,148.5,157.35389694912539,918.5032270100675,0.0,
ID4541 ? ID4677,26,4541,4677,23.92563592834842,1.253227992109932,4.89138384594262,4.89138384594262,26.5,141.95313046606606,940.1437399207897,0.0,
ID2787 ? ID2793,26,2787,2793,32.30866404732858,2.3169281416883853,5.684071080425418,5.684071080425418,6.5,139.2769200659273,933.0122776977381,0.0,
ID10556 ? ID10724,26,10556,10724,34.25155685553002,0.290951694886716,5.852482964992723,5.852482964992723,100.5,153.9623112855549,921.786483933967,0.0,
ID12135 ? ID12313,26,12135,12313,3.9654330856696713,0.6001058267119211,1.9913395204408693,1.9913395204408693,117.5,157.5799453400566,922.5429829543311,0.0,
ID2934 ? ID2802,26,2934,2802,24.633510634748514,2.1219535904946714,4.963215755409845,4.963215755409845,1.5,139.5649709448667,924.4530537929074,0.0,
ID6891 ? ID7026,26,6891,7026,3.2758227077946906,1.6738169204870654,1.8099233983223408,1.8099233983223408,58.5,145.26204385496084,941.0066316659622,0.0,
ID5548 ? ID5584,26,5548,5584,4.068468209346345,1.415835755484347,2.017044424237192,2.017044424237192,36.5,141.39709806047838,944.8615304062039,0.0,
ID6853 ? ID6891,26,6853,6891,6.484512307536992,2.0472009523180126,2.5464705589378003,2.5464705589378003,57.5,146.28663106174108,942.0805580435622,0.0,
ID5756 ? ID5752,26,5756,5752,9.360148603171675,2.313106423361476,3.059435994292359,3.059435994292359,41.5,150.034439208124,945.0862710439014,0.0,
ID11129 ? ID11361,26,11129,11361,1.5129010099124394,0.7962038023163265,1.2300004105334434,1.2300004105334434,107.5,155.27866302441885,925.2056113225419,0.0,
ID3703 ? ID3732,26,3703,3732,9.692374551381658,1.550029352134563,3.1132578677940668,3.1132578677940668,13.5,131.99081720184157,928.8636788739409,0.0,
ID14538 ? ID14725,26,14538,14725,184.90559526424846,0.16671285156039686,4.532666559595141,13.597999678785422,146.5,153.30385544100392,917.7173163678578,0.0,
ID14358 ? ID14431,26,14358,14431,57.76896925873957,2.3164926515348965,7.600590059905847,7.600590059905847,143.5,146.2123674210377,918.3204674644409,0.0,
ID3265 ? ID3258,26,3265,3258,17.78261136694033,2.7926028542407866,4.216943367765369,4.216943367765369,8.5,134.64288700266965,933.9756444547423,0.0,
ID12139 ? ID12135,26,12139,12135,1.5246395454421182,3.0010047419954473,1.2347629511133376,1.2347629511133376,116.5,159.07508259657226,922.1535087032307,0.0,
ID7978 ? ID7980,26,7978,7980,10.961480601946066,1.9119553257787811,3.3108126799844877,3.3108126799844877,69.5,145.323410506772,933.7189219189055,0.0,
ID7891 ? ID7978,26,7891,7978,0.6963654157579011,1.9037899362699466,0.8344851201536796,0.8344851201536796,68.5,143.81178421018143,934.1278904927706,0.0,
ID9650 ? ID9850,26,9650,9850,13.115838658413196,2.7156321560624,3.6215795805716042,3.6215795805716042,91.5,152.7189303257647,925.744869517754,0.0,
ID3258 ? ID3287,26,3258,3287,11.593210703849827,2.110132760272667,3.404880424310056,3.404880424310056,9.5,136.28796560457968,933.0005915902682,0.0,
ID13914 ? ID14030,26,13914,14030,8.543987633921825,2.4247812488256963,2.923010029733361,2.923010029733361,139.5,146.3807532073232,917.8947741177008,0.0,
ID2923 ? ID2787,26,2923,2787,36.34740591053495,0.37855305793949684,6.028880983278319,6.028880983278319,5.5,138.5848888084859,930.7641020187139,0.0,
ID12869 ? ID12875,26,12869,12875,2.12710122156253,1.0604545625130888,1.4584585086873503,1.4584585086873503,124.5,160.54016874313098,922.0092047291861,0.0,
ID10024 ? ID10197,26,10024,10197,14.914131750745524,1.140107305090144,3.861881892386861,3.861881892386861,93.5,154.08188738586603,923.0427921725636,0.0,
ID2857 ? ID2934,26,2857,2934,2.3536648078491362,NaN,1.5341658345332607,1.5341658345332607,0.5,139.57254172716216,926.6331932216452,0.0,
ID3951 ? ID3928,26,3951,3928,32.25057398587667,2.0980477377888853,5.678958882213946,5.678958882213946,16.5,135.11384433661993,937.1086990203761,0.0,
ID10319 ? ID10358,26,10319,10358,31.49359828765268,0.9672474121306494,5.611915741317993,5.611915741317993,98.5,150.37501208333185,921.0369803754508,0.0,
ID7601 ? ID7891,26,7601,7891,8.467672390109426,0.3316994609691321,2.90992652658266,2.90992652658266,67.5,145.08261916878757,933.5995763020259,0.0,
ID3287 ? ID3472,26,3287,3472,28.102563248555327,1.6332788003248166,5.3011850796359985,5.3011850796359985,10.5,133.38498728198448,932.0346071431063,0.0,
ID2793 ? ID3265,26,2793,3265,89.60142155240037,3.0803378160938157,9.465802742102772,9.465802742102772,7.5,137.38349395269967,933.2141833208168,0.0,
ID13573 ? ID13522,26,13573,13522,7.374480344812158,2.1723836199156237,2.7155994448394183,2.7155994448394183,133.5,160.7739395988138,926.200021329583,0.0,
ID6451 ? ID6710,26,6451,6710,3.894115996828338,2.057722382493618,1.973351463077051,1.973351463077051,51.5,145.95640199835753,941.7155436917768,0.0,
ID14431 ? ID14538,26,14431,14538,9.25121399937534,2.091561068951008,3.0415808388690477,3.0415808388690477,144.5,145.580808631686,915.0639171810633,0.0,
ID14255 ? ID14358,26,14255,14358,3.051716888187788,3.1361148504266185,1.7469163941608048,1.7469163941608048,142.5,148.55437606748166,920.6042915173033,0.0,
ID7422 ? ID7437,26,7422,7437,2.5611288505126977,2.9715521400270326,1.6003527269051339,1.6003527269051339,64.5,141.7584877829911,934.0609911357819,0.0,
ID8719 ? ID8727,26,8719,8727,11.469333731803907,0.918656166346683,3.386640478675572,3.386640478675572,79.5,150.74670991010623,932.0841166465034,0.0,
ID6892 ? ID6788,26,6892,6788,1.5971472263926918,0.10330250349007841,1.2637829031889503,1.2637829031889503,53.5,146.59980830359513,943.0999564309018,0.0,
ID5886 ? ID6185,26,5886,6185,11.619117953992975,1.6157855550807647,3.408682730028269,3.408682730028269,43.5,142.30896016351804,946.3221937549547,0.0,
ID6185 ? ID6085,26,6185,6085,55.59549505752217,1.3698322166118044,7.456238666883067,7.456238666883067,44.5,144.18524631536036,942.3447705808107,0.0,
ID11474 ? ID11640,26,11474,11640,16.84190347601671,1.4686919503332552,4.103888823544896,4.103888823544896,109.5,156.6055390456769,924.2406258427848,0.0,
ID5734 ? ID5756,26,5734,5756,51.852036803124825,1.5487126031946286,7.200835840589954,7.200835840589954,40.5,147.31258638113096,945.7558555425197,0.0,
ID3987 ? ID4111,26,3987,4111,12.33587037469718,0.08196500269996221,3.5122457736748975,3.5122457736748975,18.5,133.17443161666148,938.6985120352894,0.0,
ID12450 ? ID12484,26,12450,12484,3.211141450092448,2.023491104426917,1.791965806061167,1.791965806061167,120.5,157.94637567341897,923.3507353838689,0.0,
ID10895 ? ID10885,26,10895,10885,3.3322091653572232,1.0284224310194148,1.8254339663097165,1.8254339663097165,102.5,155.60312614246283,924.9845627435129,0.0,
ID8239 ? ID8486,26,8239,8486,3.170010387796559,1.4081090231880378,1.7804522986580007,1.7804522986580007,75.5,150.9673306998257,931.3089153677233,0.0,
ID8643 ? ID8719,26,8643,8719,2.5517275676989106,0.5216968515595678,1.5974127731112302,1.5974127731112302,78.5,151.96809156059754,930.1722890773067,0.0,
ID10358 ? ID10556,26,10358,10556,12.314967616728556,3.0697105757486867,3.509268815113564,3.509268815113564,99.5,149.55130092049706,920.3645151203732,0.0,
ID9850 ? ID10024,26,9850,10024,12.279384774544596,3.114299078648878,3.5041953105591297,3.5041953105591297,92.5,152.67753980351722,925.8088609146496,0.0,
ID5040 ? ID4934,26,5040,4934,16.138894216032057,0.9839440951241603,4.0173242607526785,4.0173242607526785,29.5,136.99162625707714,937.384050205045,0.0,
ID6311 ? ID6323,26,6311,6323,2.502691386530174,1.4352157707856668,1.5819896922958046,1.5819896922958046,49.5,146.5935962838671,943.1562995343711,0.0,
ID7284 ? ID7379,26,7284,7379,31.168915313620577,0.16524453342131742,5.58291279831779,5.58291279831779,60.5,142.94273496484226,936.98094735463,0.0,
ID13522 ? ID13755,26,13522,13755,1.9636561376696895,2.9857551171583956,1.4013051550856757,1.4013051550856757,134.5,160.0999077193385,926.2241134929868,0.0,
ID4552 ? ID4537,26,4552,4537,130.91934777377307,0.7412306951413812,11.4419992909357,11.4419992909357,24.5,143.30672165377604,941.941850757694,0.0,
ID4405 ? ID4505,26,4405,4505,13.641858792650345,1.1771530413229456,3.6934887021148914,3.6934887021148914,22.5,137.54008743630106,945.1586870596332,0.0,
ID12587 ? ID12869,26,12587,12869,43.04683099436855,2.5210743762678014,6.56100838243395,6.56100838243395,123.5,156.88551527815446,921.4856668057803,0.0,
ID9423 ? ID9487,26,9423,9487,5.490714395118252,1.5404590068180777,2.3432273460162274,2.3432273460162274,87.5,153.88838215786063,928.8783573867594,0.0,
ID3472 ? ID3542,26,3472,3542,54.43936986007003,2.5586869120163005,7.378303996181645,7.378303996181645,11.5,133.26217837922064,929.9626478411692,0.0,
ID13343 ? ID13573,26,13343,13573,5.81083286009496,2.126899769216667,2.4105669167428148,2.4105669167428148,132.5,161.31914943393616,927.2708510496117,0.0,
ID2279 ? ID2381,27,2279,2381,40.5365301577467,0.8901174984918402,6.36683046403363,6.36683046403363,4.5,362.08989400442965,67.97958359066172,0.0,
ID4774 ? ID5088,27,4774,5088,3.682059535894694,0.590916686175454,1.9188693378900747,1.9188693378900747,34.5,376.6527374052957,62.50743857431219,0.0,
ID13577 ? ID13728,27,13577,13728,1.272151766279249,2.4128731184265995,1.1278970548233775,1.1278970548233775,139.5,371.7931089364863,43.76514455942535,0.0,
ID4641 ? ID4693,27,4641,4693,684.1969186458568,3.1047929215437837,26.157158076630896,26.157158076630896,30.5,362.10449995571776,56.99828475899379,0.0,
ID8251 ? ID8291,27,8251,8291,119.01519369212315,2.8405423434413004,10.909408494145003,10.909408494145003,78.5,375.68729097710315,47.411896701066595,0.0,
ID12030 ? ID12079,27,12030,12079,44.27149415520867,2.813704211568999,6.6536827513196535,6.6536827513196535,120.5,384.44657016063957,43.69333817373817,0.0,
ID2295 ? ID2279,27,2295,2279,9.116482420367037,2.0327625221038366,3.019351324434942,3.019351324434942,3.5,358.3536388662589,65.85765371574986,0.0,
ID8253 ? ID8251,27,8253,8251,322.4685279340497,2.1497444987951178,17.957408719914177,17.957408719914177,77.5,376.9450483876201,51.31599377140701,0.0,
ID7139 ? ID7448,27,7139,7448,17.053651441933216,2.089562004256207,4.129606693370837,4.129606693370837,66.5,367.3889917906445,50.116573067378106,0.0,
ID6885 ? ID6973,27,6885,6973,1.6506768764077262,1.3666682313246832,1.284786704635336,1.284786704635336,59.5,365.88758292521845,50.440921952328736,0.0,
ID7044 ? ID7052,27,7044,7052,7.351710723120897,1.7963455819027208,2.7114038288534035,2.7114038288534035,64.5,366.19872215453233,51.61018560863384,0.0,
ID11942 ? ID11943,27,11942,11943,9.027237906843197,2.2598523184914554,3.0045362215894813,3.0045362215894813,118.5,384.6423248894865,44.359932386551165,0.0,
ID13366 ? ID13495,27,13366,13495,1.3957756380136086,0.7822527728755055,1.181429489226339,1.181429489226339,136.5,373.8295713905012,42.76571248270023,0.0,
ID14191 ? ID14275,27,14191,14275,2.6238827126772826,2.529700807607074,1.6198403355507858,1.6198403355507858,145.5,372.64527178977715,43.59480279077211,0.0,
ID16534 ? ID16616,27,16534,16616,6.162331053266539,1.7439708270817091,2.4824042888430844,2.4824042888430844,172.5,376.8044668310737,44.248505394483374,0.0,
ID15649 ? ID15677,27,15649,15677,12.57888090819551,3.0936677286527856,3.546671807229351,3.546671807229351,161.5,377.0301630982632,43.040249875941214,0.0,
ID12079 ? ID12252,27,12079,12252,50.122151953664165,0.40356072419075245,3.5398499951856777,7.079699990371355,122.0,378.18933499802347,42.836459323945235,0.0,
ID8074 ? ID8187,27,8074,8187,175.12021745951262,2.3339974120158837,13.23329956811651,13.23329956811651,75.5,378.31559695010304,52.22205596410384,0.0,
ID3197 ? ID3275,27,3197,3275,22.481853097563118,2.216385753544979,4.741503252931829,4.741503252931829,11.5,355.8814124205487,63.007885286204086,0.0,
ID17042 ? ID17060,27,17042,17060,11.402161766641106,3.0680624468222506,3.3767087180627686,3.3767087180627686,178.5,378.8922662642915,43.273825532674586,0.0,
ID2267 ? ID2995,27,2267,2995,1.9049033130535922,2.8949548038527757,1.3801823477546697,1.3801823477546697,7.5,359.528353185005,68.66819594067721,0.0,
ID16139 ? ID16214,27,16139,16214,25.16846249847935,2.655379641215834,5.016817965451741,5.016817965451741,167.5,379.9526735877257,42.362684285966715,0.0,
ID8462 ? ID8676,27,8462,8676,83.79892946312025,0.17895006845240874,9.154175520663793,9.154175520663793,82.5,381.59625158263066,50.3561121055408,0.0,
ID14809 ? ID14899,27,14809,14899,5.087997321145796,1.8465387734858802,2.2556589549720933,2.2556589549720933,152.5,375.2969567563865,44.25438076327275,0.0,
ID12581 ? ID12664,27,12581,12664,14.30363341550775,0.662785078252572,3.782014465269501,3.782014465269501,125.5,380.4963250800349,38.208715175814504,0.0,
ID16763 ? ID16794,27,16763,16794,16.64427984439725,2.3099172275876647,4.079740168735903,4.079740168735903,174.5,377.9057634264102,42.26595990776703,0.0,
ID2381 ? ID2286,27,2381,2286,123.85485999191386,2.7178996495534546,11.129009838791314,11.129009838791314,5.5,359.13438080576617,68.23882847205792,0.0,
ID14574 ? ID14657,27,14574,14657,10.82235683598331,0.4684554257755004,3.289735070789639,3.289735070789639,149.5,370.5913843857507,42.72799387139206,0.0,
ID7052 ? ID7139,27,7052,7139,3.9591198106935033,0.9314542453338538,1.989753706038389,1.989753706038389,65.5,368.30463867082824,51.65857784810281,0.0,
ID3275 ? ID3386,27,3275,3386,5.614597932872327,0.7483032186248916,2.3695142820570476,2.3695142820570476,12.5,358.1827171157603,60.5902656344967,0.0,
ID6448 ? ID6414,27,6448,6414,6.762948026417709,2.2143329156311102,2.600566866361584,2.600566866361584,53.5,366.6854792607379,53.323980305249066,0.0,
ID2342 ? ID2321,27,2342,2321,16.581047123993663,1.0801138453557517,4.071983192990077,4.071983192990077,1.5,357.877195051583,65.25336877080258,0.0,
ID5239 ? ID5254,27,5239,5254,1.541458380316595,1.1844493082170966,1.2415548237257166,1.2415548237257166,36.5,374.07967347863985,63.22362822118164,0.0,
ID10696 ? ID10772,27,10696,10772,16.072468327016217,2.3151031079645805,4.00904830689482,4.00904830689482,106.5,384.09152064894107,45.36475912128364,0.0,
ID4501 ? ID4617,27,4501,4617,46.614047991397705,2.437135347994362,6.827448131725184,6.827448131725184,27.5,377.83621262282884,69.18555127574038,0.0,
ID12252 ? ID12567,27,12252,12567,0.1631643832717895,2.6539886300576585,0.40393611285918657,0.40393611285918657,123.5,375.33054118833036,41.065754895244545,0.0,
ID5302 ? ID5409,27,5302,5409,5.608965673052473,0.24394142138325073,2.3683254998104615,2.3683254998104615,39.5,372.05107312670236,60.78386386338894,0.0,
ID13283 ? ID13272,27,13283,13272,4.016933999089058,2.8357502550473965,2.0042290286015363,2.0042290286015363,133.5,377.15901694040616,43.39263126337517,0.0,
ID13272 ? ID13401,27,13272,13401,0.5034318778756305,2.941708442835723,0.7095293354581124,0.7095293354581124,134.5,377.8167483930007,43.36797233961915,0.0,
ID14104 ? ID14191,27,14104,14191,2.435859815801177,0.22195513090209637,1.5607241318699396,1.5607241318699396,144.5,372.3939081810639,43.186100074176196,0.0,
ID5266 ? ID5302,27,5266,5302,32.700376531237055,2.8671495314249675,5.718424304932002,5.718424304932002,38.5,374.95756726933723,63.55887574894187,0.0,
ID6973 ? ID7004,27,6973,7004,75.71651943590778,2.3609676035111256,8.70152397203546,8.70152397203546,60.5,368.18600298788715,53.61702915234535,0.0,
ID11290 ? ID11288,27,11290,11288,56.446363470840495,2.1938073433592873,7.5130794931799105,7.5130794931799105,112.5,384.6607066925464,40.86796371235248,0.0,
ID11288 ? ID11491,27,11288,11491,31.124968346449613,2.8097463755482157,5.578975564245609,5.578975564245609,113.5,385.8263004734514,41.7164789768952,0.0,
ID14657 ? ID14741,27,14657,14741,35.72259462449779,2.6899888481986736,5.9768381795475936,5.9768381795475936,150.5,372.1702328284132,42.18214303562026,0.0,
ID13025 ? ID13283,27,13025,13283,2.0832736102373564,2.5021457982999484,1.4433549841384676,1.4433549841384676,132.5,376.8170374023541,43.22287440508917,0.0,
ID4121 ? ID4188,27,4121,4188,1.2040944913979503,0.6493145848872184,1.097312394625136,1.097312394625136,23.5,377.04416807651705,72.77840800846795,0.0,
ID6377 ? ID6448,27,6377,6448,14.542164175842025,2.5100243843102725,3.8134189614887615,3.8134189614887615,52.5,365.1743507713387,53.06414824724889,0.0,
ID5816 ? ID5803,27,5816,5803,78.0807268387733,2.216775781728996,8.836329941710716,8.836329941710716,44.5,365.8163610789301,53.823947859044495,0.0,
ID6462 ? ID6478,27,6462,6478,24.462011721276507,1.0668663815812491,4.945908583999153,4.945908583999153,57.5,369.04672467380885,52.8667269746891,0.0,
ID4652 ? ID4641,27,4652,4641,722.8425187029696,0.8763086838144731,26.88573076378936,26.88573076378936,29.5,362.3717221109948,57.54542304493509,0.0,
ID11855 ? ID11942,27,11855,11942,18.16576465859493,2.7841064810319307,4.262131468947777,4.262131468947777,117.5,386.0102688022823,45.28512559059692,0.0,
ID14899 ? ID14966,27,14899,14966,0.7722805093829092,0.9375592862760643,0.8787949188422229,0.8787949188422229,153.5,373.90376709147637,44.58694789090555,0.0,
ID16861 ? ID16987,27,16861,16987,21.58317098340261,3.0730304081609927,4.6457691487419615,4.6457691487419615,176.5,379.18166614848,43.186068045585195,0.0,
ID9711 ? ID9718,27,9711,9718,56.65694927338192,2.540284320943075,7.527081059307248,7.527081059307248,94.5,384.150532327675,45.07135319120793,0.0,
ID6478 ? ID6885,27,6478,6885,39.177551595408936,3.1061018232731645,6.25919736031777,6.25919736031777,58.5,368.501101019889,52.488277320151894,0.0,
ID15719 ? ID15870,27,15719,15870,1.7616770044602916,0.9863740546658594,1.3272818104910094,1.3272818104910094,163.5,375.8853380717664,41.77820771813293,0.0,
ID10298 ? ID10374,27,10298,10374,8.299088734440687,3.016810782431133,2.880813901389794,2.880813901389794,100.5,381.49596102715475,44.40190631416718,0.0,
ID11067 ? ID11137,27,11067,11137,69.32785722740053,2.3314043242895752,8.32633516184645,8.32633516184645,108.5,382.8118116184584,48.06394997987514,0.0,
ID3601 ? ID3672,27,3601,3672,22.171475503486707,1.2422963465760972,4.708659629181824,4.708659629181824,17.5,367.54567338572633,65.41279935593985,0.0,
ID5839 ? ID5879,27,5839,5879,85.094115428466,2.715186080180236,9.224647170947298,9.224647170947298,46.5,367.70907724884705,55.037543833178106,0.0,
